english;polish
esoteric;ezoteryczny
esp.;szczególnie
especial;specjalny
especially;w szczególności
espionage;szpiegostwo
Esq.;pan
esquire;pan
essay;wypracowanie
essayist;eseista
essence;istota
essentially;w zasadzie
est.;założony
establish;zakładać
establishment;założenie
esteem;szacunek
estimate;szacować
estimation;ocena
Estonia;Estonia
Estonian;estoński
estranged;odseparowany
estuary;ujście
ETA;szacowany czas przybycia
etc.;itd.
etch;grawerować
eternal;wieczny
eternity;wieczność
ether;eter
ethic;etos
ethical;etyczny
Ethiopia;Etiopia
Ethiopian;etiopski
ethnic;etniczny
etiquette;etykieta
Eucharist;eucharystia
eucharistic;eucharystyczny
eulogy;panegiryk
eunuch;eunuch
euphemism;eufemizm
euphoria;euforia
euphoric;euforyczny
Europe;Europa
European;europejski
euthanasia;eutanazja
evacuate;ewakuować
evade;unikać
evaluate;oceniać
evaluation;ocena
evangelical;ewangeliczny
evangelist;ewangelista
evaporate;parować
evasion;uchylanie się
evasive;wykrętny
eve;przeddzień
even;nawet
evening;wieczór
event;wydarzenie
eventful;pełen wydarzeń
eventual;ostateczny
eventuality;możliwość
ever;kiedykolwiek
evergreen;roślina wiecznie zielona
everlasting;wieczny
every;każdy
everybody;każdy
everyday;codzienny
everyone;każdy
everyplace;wszędzie
everything;wszystko
everywhere;wszędzie
evict;eksmitować
eviction;eksmisja
evidence;dowód
evident;oczywisty
evil;zły
evocation;ewokacja
evocative;przywołujący
evoke;przywoływać
evolution;ewolucja
evolve;ewoluować
ewe;owca
exacerbate;pogarszać
exact;dokładny
exacting;wymagający
exactly;dokładnie
exaggerate;przesadzać
exalt;podnosić
exalted;wysoki
exam;egzamin
examination;egzamin
examine;oglądać
examiner;egzaminator
example;przykład
exasperate;dręczyć
exc.;z wyjątkiem
excavate;wykopywać
excavation;wykopaliska
exceed;przekraczać
exceedingly;niezwykle
excel;przodować
excellence;doskonałość
Excellency;Ekscelencja
excellent;znakomity
except;z wyjątkiem
excepted;z wyjątkiem
excepting;z wyjątkiem
exception;wyjątek
exceptional;wyjątkowy
excerpt;wyjątek
excess;nadmierny
excessive;nadmierny
exchange;wymieniać się
excise;akcyza
excitable;ekscytujący się
excite;ekscytować
excitement;podniecenie
excl.;wyłączny
exclaim;wykrzykiwać
exclamation;okrzyk
exclude;pomijać
excluding;z wyjątkiem
exclusion;wydalenie
exclusive;eksluzywny
excommunicate;wyklinać
excrement;stolec
excrete;wydzielać
excruciating;przenikliwy
excursion;wyprawa
excusable;wybaczalny
excuse;usprawiedliwienie
execute;poddawać egzekucji
execution;egzekucja
executioner;kat
executive;wyższy urzędnik
executor;egzekutor
exemplary;przykładowy
exemplify;stanowić przykład
exempt;zwolniony
exercise;ćwiczenie
exert;wywierać
exertion;wysiłek
exhale;wydychać
exhaust;wyczerpywać
exhaustion;wyczerpanie
exhaustive;wyczerpujący
exhibit;wykazywać
exhibition;wystawa
exhibitionism;ekshibicjonizm
exhibitionist;ekshibicjonista
exhibitor;wystawca
exhilarate;rozradować się
exhort;nawoływać
exhume;ekshumować
exile;wygnanie
exist;istnieć
existence;istnienie
existential;egzystencjalny
exit;wyjście
exodus;eksodus
exonerate;oczyszczać
exorbitant;wygórowany
exorcise;egzorcyzmować
exorcism;egzorcyzm
exotic;egzotyczny
expanse;przestwór
expansion;rozrost
expansionism;ekspansjonizm
expansionist;ekspansywny
expansive;wylewny
expatriate;emigrant
expect;spodziewać się
expectancy;nadzieja
expectant;wyczekujący
expectation;oczekiwanie
expediency;korzyść
expedient;środek
expedite;przyśpieszyć
expedition;ekspedycja
expel;wydalać
expend;wydatkować
expendable;zbyteczny
expenditure;wydatki
expense;nakłady
expensive;kosztowny
experience;doświadczenie
experienced;doświadczony
experiment;eksperyment
experimental;eksperymentalny
expert;ekspert
expertise;wiedza specjalistyczne
expiate;odpokutowywać
expiration;utrata ważności
expire;tracić ważność
expiry date;data ważności
explain;wyjaśniać
explanation;wyjaśnienie
explanatory;objaśniający
explicable;wytłumaczalny
explicit;otwarty
explode;eksplodować
exploitation;wyzysk
exploitative;wyzyskujący
exploiter;wyzyskiwacz
exploratory;badawczy
explore;badać
explorer;badacz
explosion;eksplozja
explosive;środek wybuchowy
exponent;przedstawiciel
exponential;wykładniczy
export;eksportować
exporter;eksporter
expose;odsłaniać
exposé;zdemaskowanie
exposition;przedstawienie
exposure;wystawienie się
expound;przedstawiać
express;wyrażać się
expression;wyrażenie
expressionless;bez wyrazu
expressive;wyrazisty
expressway;autostrada
expropriate;konfiskować
expulsion;wydalenie
exquisite;przepiękny
ext.;zewnętrzny
extend;rozpościerać się
extension;dobudówka
extensive;rozległy
extent;rozmiar
extenuate;łagodzić
exterior;zewnętrzna powierzchnia
exterminate;eksterminować
extermination;eksterminacja
external;zewnętrzny
extinct;wymarły
extinction;wymarcie
extinguish;gasić
extinguisher;gaśnica
extol;wychwalać
extort;wymuszać
extortionate;nadmierny
extra;dodatkowy
extract;wydobywać
extraction;pochodzenie
extractor;wentylator okienny
extra-curricular;nadobowiązkowy
extradite;poddawać ekstradycji
extradition;ekstradycja
extramarital;pozamałżeński
extra-mural;zaoczny
extraneous;poboczny
extraordinary;nadzwyczajny
extravagance;rozrzutność
extravagant;rozrzutny
extravaganza;ekstrawagancja
extremist;ekstremista
extremity;kraniec
extricate;wydobywać
extrovert;ekstrawertyk
extrude;wyciskać
exuberant;pełen życia
exude;emanować
exult;radować się
exultant;rozradowany
eye;oko
eyeball;gałka oczna
eyebrow;brew
eye-catching;przykuwający wzrok
eyelash;rzęsa
eyelid;powieka
eye-opener;rewelacja
eye-shadow;cień do powiek
eyesight;wzrok
eyesore;okropieństwo
eye-witness;naoczny świadek
F., Fellow;członek
FA;Związek Piłki Nożnej
fable;bajka
fabric;materiał
fabricate;fabrykować
fabulous;fantastyczny
facade;fasada
face;twarz
faceless;anonimowy
facet;aspekt
facetious;żartobliwy
facial;dotyczący twarzy
facile;łatwy
facilitate;ułatwiać
facility;zdolność
facsimile;kopia
fact;fakt
faction;frakcja
factor;czynnik
factory;fabryka
factual;rzeczowy
faculty;władze umysłowe i cielesne
fad;przelotna moda
faeces;kał
fag;harówka
faggot;pedzio
Fahrenheit;skala Fahrenheita
failing;wada
failure;niepowodzenie
faint;nikły
faintly;słabo
fair;uczciwy
fairly;dość
fairness;sprawiedliwość
fairy;wróżka
faith;wiara
faithful;wierny
faithfully;z wyrazami szacunku
fake;fałszerstwo
falcon;sokół
fall;spadać
fallacious;błędny
fallacy;błąd logiczny
fallible;omylny
fallout;opad promieniotwórczy
fallow;leżący odłogiem
false;fałszywy
falsehood;fałszywość
falsify;fałszować
falsity;fałsz
falter;krztusić się
fame;sława
famed;słynący
familial;rodzinny
familiar;znajomy
familiarize;zaznajamiać się
family;rodzina
famine;głód
famished;głodny jak wilk
famous;słynny
fan;fan
fanatic;fanatyk
fanatical;fanatyczny
fanciful;fantastyczny
fanfare;fanfara
fanfold paper;papier ciągły perforowany
fang;kieł
fantasize;fantazjować
fantasy;fantazjowanie
FAO;Organizacja do Spraw Wyżywienia i Rolnictwa
faraway;odległy
farce;farsa
farcical;farsowy
fare;opłata
farewell;pożegnanie
far-fetched;przesadny
far-flung;oddalony
farm;gospodarstwo rolne
farmer;chłop
farmhand;robotnik rolny
farming;rolnictwo
farmland;ziemia uprawna
farmyard;podwórze
far-off;odległy
far-reaching;doniosły
far-sighted;dalekowzroczny
fart;pierdzieć
farthing;ćwierć pensa
fascinate;fascynować
fascination;fascynacja
fascism;faszyzm
fascist;faszysta
fashion;sposób
fashionable;modny
fast;szybki
fastening;klamra
fastidious;wybredny
fat;tłuszcz
fatal;fatalny
fatalism;fatalizm
fatality;ofiara śmiertelna
fate;los
fated;mieć przeznaczone
fateful;brzemienny w skutki
father;ojciec
fatherhood;ojcostwo
father-in-law;teść
fatherless;bez ojca
fatherly;ojcowski
fathom;sążeń
fatigue;wyczerpanie
fatten;tuczyć się
fatty;tłusty
fatuous;głupi
faucet;kurek
fault;wina
faultless;bezbłędny
faulty;wadliwy
fauna;fauna
favour;aprobata
favourable;aprobujący
favourite;ulubiony
favouritism;faworyzowanie
fawn;płowy
fax;faks
FBI;Federalne Biuro Śledcze
FCO;MSZ
fear;strach
fearful;straszny
fearless;nieustraszony
fearsome;straszliwy
feasible;osiągalny
feast;przyjęcie
feat;wyczyn
feather;pióro
feathery;pierzasty
feature;cecha charakterystyczna
Feb.;luty
February;luty
feckless;nieporęczny
fed.;federalny
federal;federalny
federation;związek
fee;opłata
feeble;słaby
feed;karmić
feedback;odzew
feel;czuć się
feeling;uczucie
feign;udawać
feint;fingowany cios
feline;kotowaty
fell;zwalać
fellow;facet
fellowship;braterstwo
felony;zbrodnia
felt;filc
felt-tip pen;mazak
fem.;żeński
female;samica
feminine;kobiecy
femininity;kobiecość
feminism;feminizm
feminist;feministka
fencing;szermierka
fend;dawać sobie samemu radę
fender;błotnik
ferment;ferment
fern;paproć
ferocious;zażarty
ferocity;zajadłość
ferret;fretka
ferry;prom
fertile;żyzny
fertilize;zapładniać
fertilizer;nawóz
fervent;żarliwy
fervour;żarliwość
fester;ropieć
festival;festiwal
festive;świąteczny
festivity;uroczystość
festoon;być obwieszonym czymś
fetch;sprowadzać
fetching;korzystny
fête;feta
fetid;cuchnący
fetish;fetysz
fetter;więzić
feud;waśń
feudal;feudalny
feudalism;feudalizm
fever;gorączka
feverish;rozgorączkowany
ff.;i nn.
fiancé;narzeczony
fiancée;narzeczona
fiasco;fiasko
fib;łgarstwo
fibre;włókno
fibreglass;włókno szklane
fibrous;włóknisty
fickle;zmienny
fiction;literatura
fictional;fikcyjny
fictitious;fikcyjny
fidelity;wierność
fidget;kręcić się
fidgety;wiercący się
field;pole
fiend;potwór
fiendish;potworny
fierce;zajadły
fiery;rozogniony
fifteen;piętnaście
fifteenth;piętnasty
fifth;piąty
fiftieth;pięćdziesiąty
fifty;pięćdziesiąt
fifty-fifty;pół na pół
fig;figa
fig.;ryc.
fight;walczyć
fighter;bojownik
figment;płód czyjejś wyobraźni
figurative;metaforyczny
figure;cyfra
figurehead;figurant
filament;włókno
filch;zwędzić
file;kartoteka
filial;synowski
filing cabinet;szafa na kartoteki
Filipino;Filipińczyk
fill;napełniać
fillet;filet
filling;plomba
film;film
filter;filtrować
filth;brud
filthy;brudny
fin;płetwa
final;końcowy
finalist;finalista
finality;zdecydowanie
finally;w końcu
finance;finansować
financial;finansowy
financier;finansista
finch;zięba
find;znajdować
finding;rezultat
finery;stroje i kosztowności
finesse;finezja
finger;palec
fingernail;paznokieć
fingerprint;odcisk palca
finicky;grymaśny
finish;kończyć się
finished;gotowy
finishing school;pensja dla panien
finite;skończony
Finland;Finlandia
Finn;Fin
Finnish;fiński
fir;jodła
firearm;broń palna
firebrand;podżegacz
fire-fighting;przeciwpożarowy
fireguard;ekran przed ogniem
firelight;światło od ognia
fireman;strażak
fireplace;kominek
fireproof;ognioodporny
fireside;przy kominku
firewood;drewno na podpałkę
firework;ogień sztuczny
firing squad;pluton egzekucyjny
firm;firma
first;pierwszy
first-born;pierworodny
first-hand;z pierwszej ręki
firstly;po pierwsze
first-rate;pierwszorzędny
fiscal;fiskalny
fish;ryba
fisherman;rybak
fishery;obszar połowu
fishing;rybołówstwo
fishmonger;sklep rybny
fishy;rybi
fission;rozszczepienie
fissure;rozpadlina
fist;pięść
fistful;garść
fit;pasować
fitful;niespokojny
fitments;wyposażenie
fitter;mechanik
fitting;stosowny
five;pięć
fiver;piątka
fixation;fiksacja
fixed;ustalony
fixedly;z uporem
fixture;sprzęt
fizz;musować
fizzle out;spełzać na niczym
fizzy;musujący
fl.;piętro
flabbergasted;oszołomiony
flabby;sflaczały
flaccid;zwiotczały
flag;flaga
flagon;karafka
flagpole;maszt flagowy
flagrant;brutalny
flagship;okręt flagowy
flagstaff;maszt flagowy
flagstone;płyta chodnikowa
flail;cep
flair;talent
flake;strzęp
flamboyant;przesadny
flame;płomień
flaming;płonący
flamingo;flaming
flammable;łatwo palny
flan;placek
flank;bok
flannel;flanela
flap;trzepotać
flare;rakieta świetlna
flared;kloszowy
flashback;retrospekcja
flashlight;duża latarka
flashy;wyzywający
flask;piersiówka
flat;płaski
flatmate;współmieszkaniec
flatten;spłaszczać się
flatter;pochlebiać
flattery;pochlebstwo
flaunt;obnosić się
flavour;smak
flavouring;przyprawa smakowa
flaw;błąd
flawless;nieskazitelny
flax;len
flaxen;słomiany
flea;pchła
fleck;cętka
fledgling;pisklę
flee;uciekać
fleece;wełna
fleet;flota
fleeting;ulotny
Flemish;flamandzki
flesh;ciało
flesh-and-blood;z krwi i kości
fleshy;korpulentny
flex;przedłużacz
flexible;giętki
flicker;migotać
flight;lot
flimsy;wątły
flinch;wzdrygać się
fling;rzucać się
flint;krzemień
flip;kartkować
flippant;niepoważny
flipper;noga upłetwiona
flirt;flirtować
flirtation;flirt
flirtatious;kokieteryjny
flit;przemykać
float;unosić się
floating;niezdecydowany
flock;stado
flog;chłostać
flood;powódź
floodgate;zapora
floodlight;reflektor
floor;podłoga
floorboard;deska podłogowa
flop;opadać ciężko
floppy;miękki
flora;flora
floral;kwiecisty
florid;kwiecisty
Florida;Floryda
Floridan;florydzki
Floridian;florydzki
florist;kwiaciarz
flounce;rzucać się
flounder;szarpać się
flour;mąka
flourish;rozkwitać
flout;łamać
flow;płynąć
flowchart;schemat blokowy
flower;kwiat
flowerbed;klomb
flowered;kwiecisty
flowering;kwietny
flowerpot;doniczka
flowery;kwiatowy
flu;grypa
fluctuate;fluktuować
fluctuation;fluktuacja
flue;przewód kominowy
fluency;płynność
fluent;płynny
fluff;kłaczki
fluffy;puchaty
fluid;ciecz
fluke;fuks
fluorescent;fluorescencyjny
fluoride;fluorek
flurry;poruszenie
flush;rumienić się
fluster;płoszyć
flute;flet
fluted;żłobkowany
flutter;trzepotać
flux;płynność
fly;latać
flyer;lotnik
flying;latający
flyover;estakada
FM;pasmo FM UKF
fn.;przypis
FO;MSZ
foal;źrebak
foam;piana
f.o.b.;włączone w cenę biletu za przejazd
fob off;odprawić
focal point;centralny punkt
focus;ognisko
fodder;pasza
foe;wróg
foetus;płód
fog;mgła
foggy;mglisty
foible;słabostka
foil;folia
foist;narzucać
folder;teczka aktowa
folding;składany
foliage;liście
folk;lud
folklore;folklor
folks;ludzie
follow;podążać za
follower;zwolennik
following;następny
follow-up;uzupełniający
folly;szaleństwo
fond;kochający
fondle;pieścić
font;chrzcielnica
food;jedzenie
foodstuff;artykuł żywnościowy
foolhardy;ryzykowny
foolish;głupi
foolproof;niezawodny
foot;stopa
football;piłka nożna
footballer;piłkarz
footbrake;hamulec nożny
footbridge;kładka
foothills;podnóże
foothold;oparcie dla stóp
footing;oparcie
footlights;światła rampy
footman;lokaj
footnote;przypis
footpath;ścieżka
footprint;ślad
footstep;krok
footwear;obuwie
for;dla
for.;zagraniczny
forage;żerować
foray;wypad
forbearance;cierpliwość
forbearing;pobłażliwy
forbid;zakazywać
forbidden;zakazany
forbidding;odstręczający
force;siła
forced;wymuszony
forceful;stanowczy
forceps;kleszcze
forcible;siłowy
ford;bród
fore;wysuwać się na czoło
forearm;przedramię
foreboding;złe przeczucie
forecast;przewidywać
forecourt;przeddziedziniec
forefather;przodek
forefinger;palec wskazujący
forefront;w awangardzie czegoś
forego;zrzekać się
foregoing;poprzedzająca partia tekstu
foregone;wynik z góry przesądzony
foreground;pierwszy plan
forehand;forhend
forehead;czoło
foreign;zagraniczny
foreigner;obcokrajowiec
foreman;majster
foremost;czołowy
forename;imię
forensic;sądowy
forerunner;prekursor
foresee;przewidywać
foreseeable;dający się przewidzieć
foreshadow;zapowiadać
foresight;przezorność
forest;las
forestall;uprzedzać
forestry;leśnictwo
foretaste;przedsmak
foretell;przewidywać
forewarn;przestrzegać
foreword;przedmowa
forfeit;tracić prawo
forge;fałszować
forger;fałszerz
forgery;fałszerstwo
forgetful;zapominalski
forgettable;nieznaczny
forgivable;wybaczalny
forgive;wybaczać
forgiveness;wybaczenie
forgiving;wybaczający
fork;widelec
forked;rozwidlony
forlorn;samotny
form;forma
formal;formalny
formality;formalność
formalization;formalizacja
formalize;formalizować
format;format
formation;tworzenie się
formative;formujący
former;były
formerly;poprzednio
formidable;groźny
formless;bezkształtny
formula;formuła
formulate;formułować
forsake;opuszczać
fort;fort
forte;forte
forth;na zewnątrz
forthcoming;nadchodzący
forthright;dobitny
forthwith;bezzwłocznie
fortieth;czterdziesty
fortification;fortyfikacja
fortify;fortyfikować
fortitude;hart ducha
fortnight;dwa tygodnie
fortnightly;dwutygodniowo
fortress;forteca
fortuitous;przypadkowy
fortunate;mający szczęście
fortune;pomyślność
fortune-teller;wróżka
forty;czterdzieści
forum;forum
forward;naprzód
forwarding;wysyłkowy
fossil;skamieniałość
fossilize;kamienieć
foster;przybrany
foul;brudny
found;fundować
foundation;fundament
founder;fundator
foundry;huta
fount;źródło
fountain;fontanna
four;cztery
foursome;czwórka
fourteen;czternaście
fourteenth;czternasty
fourth;czwarty
fowl;ptak łowny
fox;lis
Fr.;ojciec
fracas;burda
fraction;ułamek
fractionally;o ułamki
fracture;złamanie
fragile;kruchy
fragment;fragment
fragmentary;fragmentaryczny
fragmentation;odłamkowy
fragrance;aromat
fragrant;aromatyczny
frail;kruchy
frailty;słabość
frame;rama
framework;obramowanie
France;Francja
franchise;prawo wyborcze
frank;szczery
frankly;szczerze
frantic;szaleńczy
fraternal;braterski
fraternity;braterstwo
fraud;defraudacja
fraudulent;oszukańczy
fraught;brzemienny
fray;strzępić się
freak;dziwadło
freakish;cudaczny
freckle;pieg
freckled;piegowaty
free;wolny
free-and-easy;bezproblemowy
freebie;darmocha
freedom;wolność
